denominator_id,year,period,learners,unit,status,coverage_id,source_id,locator,segment,eligible,note
postsec_ug3_approved_fle,2023,2023-24,26056.497,FLE,final,undergraduate_universities_3,alberta_lers_fle_2024_25,"By Sector and Institution!E276,E277,E278",ug3_fiscal_2023_2024,True,"Same 3 institutions as expense numerator. 12-month institutional fiscal periods; MRU/MacEwan end March 31 and AUArts June 30. Academic-year cycles align by start-year label, not exact month. These 3 have no 2023/2024 reporting-change entries in current LERS workbook."
postsec_ug3_approved_fle,2024,2024-25,27463.219,FLE,final,undergraduate_universities_3,alberta_lers_fle_2024_25,"By Sector and Institution!E308,E309,E310",ug3_fiscal_2023_2024,True,"Same 3 institutions as expense numerator. 12-month institutional fiscal periods; MRU/MacEwan end March 31 and AUArts June 30. Academic-year cycles align by start-year label, not exact month. These 3 have no 2023/2024 reporting-change entries in current LERS workbook."
