observation_id,series_id,year,period,amount_m,status,budget_basis,segment,source_id,locator,selected
postsec_ug3_expenses_2023,postsec_operating_expenses_ug3,2023,2023-24,502.428,actual,,ug3_fiscal_2023_2024,postsec_ug3_2024_25_financials,Components in undergraduate3_expense_components.csv; sum all 3 expense totals less tangible/intangible amortization and separately identified capital disposal loss,True
postsec_ug3_expenses_2024,postsec_operating_expenses_ug3,2024,2024-25,540.755,actual,,ug3_fiscal_2023_2024,postsec_ug3_2024_25_financials,Components in undergraduate3_expense_components.csv; sum all 3 expense totals less tangible/intangible amortization and separately identified capital disposal loss,True
