year,authority_code,authority_name,category,learners,included,exclusion_reason,source_id,locator
2025,2485,Fusion Education Association,Charter,300,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q79
2025,2487,Gwynne Valley Rural Education Association,Charter,128,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q80
2025,2638,The WISE Charter Society,Charter,204,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q81
2025,2669,Agriculture Charter School Society,Charter,127,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q82
2025,2671,Andrew Rural Academy Foundation,Charter,119,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q83
2025,2743,Roots of Resilience Charter School Society,Charter,71,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q84
2025,2750,Alberta Advance Academy,Charter,448,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q85
2025,3020,The Edmonton School Division,Public,122648,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q34
2025,3030,The Calgary School Division,Public,142992,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q35
2025,3040,The Lethbridge School Division,Public,12260,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q36
2025,3050,The Medicine Hat School Division,Public,6719,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q37
2025,3065,The Canadian Rockies School Division,Public,2007,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q38
2025,3070,The Red Deer School Division,Public,11250,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q39
2025,3170,Lloydminster Public School Division,Public,3073,False,Lloydminster school board excluded from financial rollup,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q40
2025,3240,The Grande Prairie School Division,Public,8860,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q41
2025,3260,The Fort McMurray School Division,Public,8234,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q42
2025,4010,The Calgary Roman Catholic Separate School Division,Separate,64143,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q51
2025,4077,The Greater St. Albert Roman Catholic Separate School Division,Separate,5938,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q52
2025,4105,The Lakeland Roman Catholic Separate School Division,Separate,2809,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q53
2025,4130,The Grande Prairie Roman Catholic Separate School Division,Separate,5376,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q54
2025,4160,The Fort McMurray Roman Catholic Separate School Division,Separate,6998,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q55
2025,4208,The Christ the Redeemer Catholic Separate School Division,Separate,10508,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q56
2025,4330,The East Central Alberta Catholic Separate School Division,Separate,2695,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q57
2025,4481,The Holy Spirit Roman Catholic Separate School Division,Separate,5570,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q58
2025,4501,The Medicine Hat Roman Catholic Separate School Division,Separate,2954,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q59
2025,4870,Lloydminster Roman Catholic Separate School Division,Separate,2734,False,Lloydminster school board excluded from financial rollup,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q60
2025,6015,New Horizons Charter School Society,Charter,454,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q86
2025,6017,Boyle Street Education Centre,Charter,178,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q87
2025,6019,CAPE - Centre for Academic and Personal Excellence Institute,Charter,301,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q88
2025,6020,Aurora School Ltd.,Charter,1534,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q89
2025,6021,Almadina School Society,Charter,1401,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q90
2025,7020,The St. Albert School Division,Public,9838,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q43
2025,8040,The Greater North Central Francophone Education Region,Francophone,4726,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q62
2025,8050,The Northwest Francophone Education Region,Francophone,505,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q63
2025,8060,The East Central Francophone Education Region,Francophone,835,True,,k12_enrolment_2025,'Alberta Authority Enrolment Dat'!Q64
